Archivo,Texto
941,woolworth underwood fail agre bid lt underwood plc agre term bid made woolworth hold plc lt talk compani hold exploratori discuss spokesman compani immedi term agre possibl bid abandon week underwood share rose ahead announc talk announc today brought back night close woolworth unchang
9410,reichhold lt rci explor sale european unit reichhold chemic explor sale stake european subsidiari reichhold chemi ag reichhold chemi ag headquart rausen switzerland sale excess mln dlr year pct own reichhold rest own german swiss sharehold reichhold seek sale focu adhes busi
9412,ual donald trump interest ual stock invest ual donald trump interest ual stock invest
9413,int broadcast lt ibca set revers split intern broadcast corp sharehold annual meet approv revers stock split split effect complet file requir certif need ad media compani common share issu outstand complet revers split share outstand
9414,bi lt biac set revers split bi implement revers split sharehold record today fraction share redeem cash reduc stock public hand share mln total share outstand mln sharehold approv revers split octob
9415,baldrig japan open market commerc secretari malcolm baldrig unit state stand idli japan domin world electron market baldrig told senat financ committe unit state insist japan open market product market open japanes product ask testimoni meant unit state close market japan open baldrig prepar altern studi baldrig testimoni japan close supercomput market restrict telecommun market conclud common object japanes govern industri domin world electron market import market industri gener defens base stand idli concern nation secur led express reserv propos acquisit fairchild semiconductor fujitsu japan
9417,basf corp year net net mln dlr mln sale billion billion note lt basf ag west germani
942,bundesbank polici expect thursday bundesbank chang credit polici central bank council meet thursday exchang rate interest rate stabil past week money market dealer attent money market focus tender secur repurchas pact fund credit thursday earlier pact expir drain billion mark system tender announc friday carniv festiv close bank duesseldorf yesterday close bank afternoon disrupt busi carniv minimum reserv figur start month unrealist make difficult bank assess tender dealer bundesbank inject liquid week pact rate uncertainti bank current hold bundesbank alloc billion mark week top week tender surpris bundesbank cut amount billion mark dealer stock tender clearer ad earlier pact expir week drain billion mark system bank face heavi temporari drain month major tax deadlin custom bank held billion mark februari bundesbank averag billion month clear billion februari reserv requir call money trade today pct yesterday
9422,montana power lt mtp vote quarterli dividend qtli div ct ct prior qtr pay april record april
9423,ual lt ual trump talk ual chairman real estat magnat donald trump told ual chairman richard ferri interest ual stock invest ual execut trump unavail comment believ market sourc sizeabl posit ual began accumul week ago ual stock today activ trade ferri trump talk week appar trump interest invest stock ual senior vice presid kurt stocker trump believ close pct ual stock market sourc
9425,team lt tmi qtr feb net shr profit ct loss ct net profit loss rev mln mln mth shr profit ct loss dlr net profit loss rev mln mln
9426,todd shipyard corp omit qtli common div set prefer payout todd shipyard corp omit qtli common div set prefer payout
9427,rsi corp lt rsic qtr feb net shr ct ct net rev mln mln half shr ct ct net rev mln mln note share stock split net includ discontinu oper loss ct shr nil quarter loss ct gain ct half
9428,rcm technolog lt rcmt qtr jan loss shr loss ct loss ct net loss loss rev
9429,mcclain industri lt mccl qtr dec net shr ct ct net sale note current year net includ gain sale sterl height plant dlr dlr gain sale sale treat defer incom
943,money market shortag forecast revis bank england revis forecast shortag money market today mln stg initi estim mln
9431,synalloy lt syo end plan sell unit synalloy corp end talk sale blackman uhler chemic divis intex product agreement reach compani intend seek buyer
9432,acquir trimac stake tricil lt exercis acquir lt trimac stake jointli own tricil mln dlr close expect ad final price depend ontario court rule result previous report legal action launch mississauga tricil wast manag compani oper canada
9433,ec inflat start rise februari inflat european commun fell lowest novemb januari start month figur ec statist offic eurostat show consum price averag pct higher februari offic compar year year rise pct januari lowest year highest figur octob price rose februari pct januari rise pct januari pct month
9434,pantera lt pant buy ten pizza restaur pantera corp agre buy ten pizza restaur southeastern colorado creditor foreclos facil purchas price includ mln dlr cash compani stock separ pantera issu area develop agreement franchise group northeastern colorado includ denver area open franchis pantera pizza restaur
9435,sell linotyp group commerzbank west germani sell linotyp group commerzbank west germani
9436,oil output energi secretari john herrington propos way boost oil product cost treasuri money close white hous scrutini action measur favor rais deplet allow pct oil ga product product enhanc extract method herrington plan cost mln dlr year white hous react favor amend tax code propos herrington propos spur product made releas week energi depart report energi nation secur report oil import rapidli rise hit pct mid potenti damag implic nation secur speech news confer plan back spur lag domest oil product meet criteria increas product econom disloc low cost taxpay herrington import fee meet test spur product fail rais product return oil worker job time lift oil price higher price cost job nationwid cut gross nation product billion dlr tax gasolin fail criteria increas domest product case offici presid reagan remain firmli oppos import fee gasolin tax option meet herrington criteria includ guarante shield bank default borrow lower oil price estim oil fell dlr barrel trigger default cost govern estim billion dlr pct tax credit explor develop rais oil ga product equival barrel day cost mln dlr year pct credit geolog geophys expenditur increas product barrel day cost mln dlr lower bid minimum outer continent shelf acreag spur explor drop present dlr acr typic acr tract dlr acr lower cost standard tract leas dlr herrington press anew exist administr propos deregul natur ga cut import oil barrel daili call congression approv explor continent shelf hold billion barrel oil arctic nation wildlif refug hold billion barrel herrington understood reagan reluct amend newli enact tax code fund propos ad hope depart studi make strong case struggl domest oil industri move herrington press anew reject earlier white hous rais strateg petroleum reserv barrel day plan rate bolster nation secur case disrupt
9437,todd shipyard lt tod omit commmon dividend todd shipyard corp omit payment quarterli dividend common stock lower dividend seri prefer stock ct ct share todd ct prefer dividend paid sharehold record april compani omit common dividend cover loss commerci ship convers contract increas reserv previous announc discontinu shipyard oper addit compani lender agre temporarili reduc net worth requir revolv credit pact mln dlr mln reduct hold todd reduct net worth requir allow payment prefer dividend prevent violat coven credit agreement compani negoti lender extend reduc net worth term todd ad suffer financi navi unwilling releas retent complet ship construct contract gener decreas militari spend
9438,imo delav lt imd set initi dividend imo delav board declar initi quarterli dividend ct share payabl april holder record april
944,pakistan retend rbd palm oil tomorrow pakistan retend tonn refin bleach deodoris palm oil half march shipment tomorrow fail offer today palm oil trader
9441,nation comput system lt nlc qtr net shr ct ct net rev mln mln avg shr mln mln year shr ct ct net rev mln mln avg shr mln mln
9443,lt ald sell linotyp unit agre sell linotyp group unit lt commerzbank ag west germani undisclos amount commerzbank expect offer share unit public year compani agreement subject approv govern sharehold linotyp unit base eschborn west germani revenu mln dlr compani compani top manag linotyp plan remain unit oper unit state west germani unit kingdom announc decemb plan sell linotyp unit busi electron instrument segment linotyp supplier type graphic composit system
9444,continent health affili lt cthl qtr shr ct ct net rev mln year shr ct ct net rev mln mln
9445,canada set oil industri aid packag canada feder govern provid mln dlr oil industri aid packag includ cash incent design cover compani oil ga explor develop cost energi minist marcel mass announc aid program inject mln dlr year oil ga industri lead billion dlr invest mass told news confer program affect drill canada april mass told report govern oil industri aid packag aim small medium size compani aid packag call canadian explor develop incent program restrict total payment individu compani claim mln dlr year mass program gener employ equival peopl work year oil industri aid need explor develop spend drop pct world oil price fell half energi minist mass feder govern decid provid cash incent larg number pay compani small canadian firm receiv full incent compani immedi benefit tax benefit feder govern want deliv aid program tax system financ minist michael wilson review canada tax system plan announc tax reform propos spring import featur aid program decis compani issu share allow investor benefit subsidi restrict benefit particip compani allow share program make easier compani attract investor explor develop mass told report depart partnership entiti qualifi subsidi
945,mobil plan open offic peke mobil oil corp plan open offic peke develop oil explor opportun china china daili quot mobil presid richard tucker peke optimist invest prospect china peke continu encourag foreign privat busi invest mobil bought mln dlr crude oil oil product china sold lubric fertilis gave detail
9450,cocoa talk slow crucial stage deleg intern cocoa organ icco talk buffer stock rule slow crucial phase negoti deleg remain confid prospect reach agreement friday cocoa produc european commun ec consum consum separ review technic detail buffer stock rule packag distribut yesterday buffer stock work group consum produc set meet today debat propos jointli time deleg major stick point amount cocoa allow bought buffer stock fix price differenti origin cocoa offer buffer stock manag produc prefer cocoa includ buffer stock countri malaysia benefit cocoa agreement join deleg
9453,newmont gold lt ngc see gold sale rise newmont gold corp expect gold sale rise pct ounc ounc compani annual report newmont gold pct own newmont mine corp lt nem expect signific increas gold sale
9454,messidor merg triton beleggingen messidor sign letter intent acquir pct outstand share triton beleggineng nederland european invest portfolio manag compani approv mln share stock held messidor offic director issu triton sharehold triton subsidiari messidor approv presid triton hendrik bokma nomin chairman combin compani mln messidor unit issu public consist share common stock class common stock warrant class common stock warrant class common stock warrant addit mln restrict share outstand messidor acquisit expect complet june
9463,encor energi corp yr net loss mln profit mln encor energi corp yr net loss mln profit mln
9465,middl south lt msu form dividend polici middl south util take convers approach formul common stock dividend polici chairman edwin lupberg told secur analyst compani common dividend resum initi rate conserv industri standard relat msu net incom cash flow progress determin reinstat dividend common stockhold compani paid common dividend ct share juli lupberg told analyst compani primari object creat financi strength strength happen stockhold past coupl year compani face regulatori challeng rate propos cover cost grand gulf nuclear plant middl south net incom expect post modest growth year compani earn mln dlr dlr share revenu billion dlr lupberg good portion improv project year keep lid oper mainten expens
9469,twa sold mln share usair believ institut wall street sourc twa sold mln share usair believ institut wall street sourc
9470,sugar polici congressman lead congressman jerri huckabi warn press year legisl control domest product sweeten includ corn sweeten industri fail voluntarili halt output increas year move direct sugar program huckabi chairman hous agricultur subcommitte deal sugar issu told reuter interview huckabi told sugarbeet grower earlier year halt product increas deliv messag louisiana sugarcan grower friday talk corn refin subject huckabi campaign urg halt domest sweeten output increas effort forestal cut sugar import quota mln short ton talk drop quota half mln ton let point program work ideal freez thing huckabi lead advoc sugar grower congress freez domest sugar product current level mln ton corn sweeten share market stay pct sugar import hold mln ton huckabi decis seek legisl made output number late year feel expand product hold indefinit farm bill sugar program huckabi depend corn syrup produc continu expand share sweeten market pct huckabi note estim corn sweeten captur pct sweeten market econom breakthrough product crystallin corn sweeten expand corn sweeten share sugar import elimin sugar output sever reduc huckabi deliv messag corn refin compani staley archer daniel midland program advantag corn user natur legitim program preserv huckabi huckabi ask sugar industri repres domest output control product alloc acreag market control huckabi seek guidanc justic depart determin legal corn refin limit product rout question mind point time legal ask proceed product control support corn refin huckabi build fragil hous huckabi understand cane beet farmer expand product high sugar price support mean return sugar higher compet crop soybean grain sugar grower expans good polici huckabi stress speech sugar industri group grower continu expand penal retroact product control legisl pass year huckabi congress approv sugar program year reagan administr propos drastic slash program administr propos drastic head steam huckabi moder propos reduc sugar price support approv seek slash domest sugar program huckabi reagan administr file complaint gener agreement tariff trade european commun sugar polici ec polici major depress world sugar market
9472,investor increas stake frost sullivan pair privat investor frost sullivan told secur exchang commiss increas stake firm pct pct theodor cross princeton editor busi societi review investor mason slain co cob mass presid dealer digest hold pct stake cross told sec bought share dlr
9473,liberian ore carrier collis river elb liberian motor bulk carrier trave ore dwt load ore dwt west german motor vessel christa collid late night river elb buoy lloyd ship intellig trave ore proceed mean hamburg christa tow damag bow liberian vessel conclud trip island hamburg
9475,hershey oil corp lt hso qtr loss shr loss ct loss dlr net loss loss rev year shr loss ct loss dlr net loss loss rev
9477,lt egg set quarterli qtli div ct ct prior pay record april
9478,lt encor energi corp year loss shr net loss mln profit mln rev mln mln note net includ mln dlr asset writedown mln dlr recoveri defer tax dome petroleum lt dmp
9479,brazilian labour unrest spread bank shut brazil labour unrest spread bank univers govern statist offic strike pay disput loom bankwork leader nation strike launch yesterday press pct pay rise monthli salari adjust support workforc strike today close stock exchang sao paulo rio de janeiro govern posit develop labour front gradual return work seamen began nation strike februari union spokesman rio de janeiro told reuter half seamen return work accord compani strike look close end labour scene look bleak bank strike pose problem economi day effect normal financi oper grind halt western diplomat sao paulo today brazil univers teacher feder univers launch nation strike broad polit demand pay claim david fleischer head polit scienc depart brasilia univers told reuter nation associ higher educ teacher want full congression inquiri happen govern educ fund univers strap cash associ suspect junior partner coalit govern liber front parti pfl educ fund project help candid elect pfl hold educ ministri sector economi prove immun current labour unrest caus return high inflat offici peg pct strike loom includ stoppag oil industri worker social secur worker
9484,lt asta group unit loan purchas asta group pct own liberti servic corp affili purchas mln dlr face credit card instal receiv major financi institut signific discount face portfolio consist charg loan compani expect realiz profit dlr pct interest briarcliff manor condominium project york dlr profit reflect year end septemb
9486,arden intern lt aiki qtr dec net oper shr ct ct oper net rev year oper shr ct ct oper net rev avg shr note full arden intern kitchen
9487,twa lt twa sell posit usair lt tran world airlin sold mln share held usair group wall street sourc sourc buyer believ group institut bear stearn handl trade cross mln share bear stearn comment buyer seller usair twa comment usair buy stock compani spokesman comment twa earlier month report hold slightli mln share pct usair propos takeov usair time negoti propos merger piedmont aviat march twa withdrew bid intend seek control usair group acquir stock time twa file secur exchang commiss chairman carl icahn target sec probe alleg violat secur law file sec twa paid mln dlr usair stock bought institut pave usair stock janney montgomeri analyst loui marckesano twa sale stock technic long block overhang market happen usair stock trade volum mln share twa stock rose
9488,combust engin lt csp see qtr net combust engin expect quarter earn pct mln dlr due financ cost result januari acquisit accuray corp compani file offer mln common share mln dlr subordin debentur due proce refin bank debt incur accuray acquisit financ cost transact gener corpor purpos combust share sold remaind oversea combust paid mln dlr accuray maker measur control system pulp paper mill compani expect releas quarter result week april combust expect restructur core busi lummu crest year staff reduct downsiz consolid facil combust restructur lummu crest expect substanti reduc elimin year loss engin construct segment improv lummu crest expect approxim offset number factor includ lower level earn power gener segment financ cost accuray acquisit cost integr accuray technolog oper delay wast energi project
9489,newmont gold see sale rise pct newmont gold corp expect gold sale rise pct ounc ounc compani annual report newmont gold pct own newmont mine corp expect signific increas gold sale
949,unilev plc nv combin profit billion stg mln unilev plc nv combin profit billion stg mln
9491,
9493,treasuri baker exchang rate reduc trade deficit year treasuri baker exchang rate reduc trade deficit year
9497,gateway sport buy innov dental gateway sport good acquir share stock innov dental servic undisclos amount cash gateway acquir compani contract dentist locat
9498,treasuri baker see cut trade deficit treasuri secretari jame baker administr confid effect exchang rate bring cut trade deficit year testimoni senat committe government affair baker conced effect prove quick strong expect past experi told committe initi sign encourag
9499,cyclop corp reform board dixon group fail major cyclop stock cyclop corp reform board dixon group fail major cyclop stock
95,bank net free reserv mln dlr week feb fed bank net free reserv mln dlr week feb fed
9502,pan atlant lt pnre qtr net oper shr ct dlr oper net year oper shr ct ct oper net note net exclud realiz invest loss dlr gain dlr quarter gain dlr dlr year year net exclud tax credit dlr
9503,quaker chemic corp lt qchm set quarterli qtli div ct ct prior pay april record april
9505,middl south lt msu dividend middl south util payment common stock dividend rule mississippi suprem court order roll back rate compani mississippi power light subsidiari chairman edwin lupberg told secur analyst middl south close recommend resumpt common stock dividend mississippi court order rate rollback order note unit cancel plan sale prefer stock middl south petit court rehear stay order appeal
9509,belgium plan outlaw insid trade belgian financ ministri spokesman rule plan insid trade enabl offend fine imprison year compel forfeit gain rule requir parliamentari approv govern sourc unclear forc insid trade offenc countri cabinet approv separ bill analyst includ provis make difficult major stake belgian compani bill make obligatori declar major stake compani quot bours resourc mln franc minist econom affair inform advanc deal foreign interest plan buy stake ten pct vote share larg belgian compani increas exist stake pct
9510,fibergla lt ocf sell foam unit fibergla corp sold control interest french foam insul produc subsidiari lafareg corp lt laf subsidiari sold interest sentuc porxpan sa undisclos price
9511,shoe qtr shr ct ct shoe qtr shr ct ct
9515,treasuri baker outlin trade bill critic treasuri secretari jame baker trade bill propos congress conflict significantli basic principl reagan administr consid critic baker told senat committe administr resist measur gener import surcharg protect import quota individu product mandatori retali limit presidenti discret negoti open market abroad trade step
9519,shoe corp lt usr qtr jan net shr ct ct net mln mln sale mln mln avg shr mln mln year shr ct dlr net mln mln sale billion billion avg shr mln mln note current year net period includ gain ct shr sale kid giggletre mail order catalog charg ct shr writedown asset relat close linen domest store leas depart leas shoe depart year net includ lifo inventori charg ct shr ct shr
952,opec output ceil subroto opec remain agre output ceil mln barrel day expect current fluctuat spot market dlr indonesian energi minist subroto told report meet presid suharto present weak spot oil market result warmer weather europ reduc demand oil price forc refineri stock deni opec exceed agre product ceil ask opec output level repli mln barrel day elabor appear attempt manipul market opec member stick cartel decemb price agreement present price difficulti predict price recov fourth quarter reiter emerg opec meet opec expect fluctuat spot price hope weak price overcom predict price fourth quarter refin appear stock deliber slack demand market price fall opec period member stuck
9521,argentin soybean yield estim argentin grain produc reduc estim total yield soybean crop begin harvest trade sourc grower forecast soybean product season mln tonn estim mln tonn mln tonn forecast forecast higher season record total product privat sourc put product record mln tonn pct lower forecast current crop offici figur mln tonn pct season estim grower past week discov empti soybean pod main produc area southern cordoba santa fe provinc northern bueno air crop januari hit high temperatur inadequ rainfal grower fear find empti pod reduc forecast total yield area sown soybean season record mln hectar pct higher record mln hectar state crop continu good gener week intens heavi rain caus damag area rainfal higher mm rain heavi consid benefici late improv yield estim rain benefit maiz sorghum crop southern bueno air provinc expect influenc product forecast area western bueno air rainfal mm part sunflow maiz sorghum crop harvest damag coars grain crop harvest interrupt week rain reach mm part cordoba la pampa santa fe mm part entr rio area sown maiz season mln hectar pct mln hectar yield maiz continu forecast mln tonn estim pct lower mln tonn privat sourc put product pct lower offici mln tonn sunflowerse harvest cover pct area sown continu part central bueno air standstil due rain flood resumpt full harvest assess damag imposs rain stop spell week day sunshin dri field area sown season mln hectar pct year record mln hectar sunflowerse product forecast mln tonn pct record mln tonn grain sorghum harvest affect rain advanc steadili santa fe cordoba start la pampa cover pct total area sown area sown mln hectar pct mln hectar previou season yield estim remain mln tonn pct product mln tonn
9525,vertex industri lt vetx qtr jan net oper shr loss ct loss ct oper loss loss rev mth oper shr loss ct loss ct oper loss loss rev note current period exclud net gain dlr termin retir plan salari employe exclud gain dlr current qtr gain dlr mth benefit tax loss carryforward compani public septemb
9526,cyclop lt cyl dixon appointe resign cyclop corp member board appoint week lt dixon group plc resign name cyclop execut replac cyclop move announc earlier today dixon receiv pct cyclop outstand common stock extend tender offer expir yesterday dixon initi end dlr share tender offer march receiv pct cyclop share secur exchang commiss friday press dixon reopen offer compani drop condit pct cyclop stock tender close offer dixon extend offer yesterday earlier today substanti number tender cyclop share withdrawn leav share pct roughli mln cyclop share outstand dixon today purchas tender share combin share hold pct stake cyclop cyclop reconstitut board includ newli name director director board prior dixon tender offer cyclop director replac dixon appointe march agreement reach compani
9527,ecuador negoti nigeria lend oil ecuador negoti nigeria african countri lend barrel day bpd crude export deputi energi minist fernando santo alvit told reuter ecuador negoti shipment schedul term repay loan ecuador suspend crude export month repair pipelin ruputur march tremor santo alvit ad ecuador final detail program venezuela temporarili lend countri bpd export
953,money market mln stg assist bank england provid mln stg money market morn session compar bank upward revis shortag forecast mln stg central bank purchas bank bill outright compris mln stg band pct mln stg band pct
9530,northern state power lt nsp vote quarterli qtli div ct ct prior qtr pay april record april
9531,summit tax exempt bond fund lt sua set payout qtrli div ct ct prior pay aug record april
9532,senat trade leader concern canada chairman senat committe jurisdict trade concern resolut bilater trade negoti adopt canadian hous common week resolut support negoti bilater trade agreement unit state protect canadian polit sovereignti social program agricultur market system auto industri canada cultur ident senat financ committe chairman lloyd bentsen resolut jeopard viabil propos free trade agreement countri largest trade partner free trade agreement mean countri work deal mutual benefici comprehens larg agreement texa democrat statement question canada protect polit sovereignti cultur ident phrase govern canada mean import econom issu tabl negoti deepli concern ad bentsen canada restrict trade way unit state trade restrict method canada propos agreement countri rid method trade restrict fair win senat approv deepli concern presid visit prime minist brian mulroney month present kind argument hope make clear canada mutual benefici agreement success bentsen reagan mulroney schedul meet april ottawa bentsen urg mulroney withdraw propos ban import independ produc film canada senat call protectionist measur
9534,baker cooper stabil exchang rate baker cooper stabil exchang rate
9535,baker stabil exchang rate treasuri secretari jame baker unit state nation cooper stabil foreign exchang rate level exist time intern agreement month posit respect dollar back pari agreement currenc rang broadli consist underli econom condit baker told senat committe baker continu cooper close foster stabil exchang rate level refer februari agreement lead industri nation cooper monetari matter baker refus answer question japan germani stimul domest economi unit state support dollar comment foreign exchang market read intend statement baker baker signatori recogn carri share load correct extern imbal hinder world economi cite news report germani increas propos tax cut billion mark stimul domest growth japan agre stimul measur japanes budget made final baker nation stimul economi manner consist gain inflat
9538,feder delawar agreement extend lt feder save bank delawar agreement negoti exclus sale lt oxford financi group extend april march compani final stage talk oxford term propos acquisit nonbind letter intent sign june oxford pay dlr feder share subject feder sharehold approv
9539,edelman group plan buy mors shoe lt mr group led york investor asher edelman mors shoe agre provid confidenti compani inform group make offer buy mors friendli negoti deal group file secur exchang commiss member mors approv buy offer buy compani secur give group pct stake compani edelman group term held earlier day march date mors announc definit agreement sale time edelman group cut stake mors pct pct
9543,john labatt see good fourth quarter year lt john labatt anticip good fourth quarter peak sale earn fiscal year end april presid peter widdrington told financi analyst make specif forecast optimist growth fiscal brew food product oper labatt earn rose mln dlr month end januari mln dlr revenu month rose billion dlr billion dlr widdrington labatt busi plan updat target total sale billion dlr includ billion dlr labatt canada lead brewer expand food product industri acquisit widdrington labatt strategi expans stem partli strong market posit canadian food beverag industri share revenu year pct rise pct fiscal
9544,huski lt hyo set meet approv merger huski oil board call special meet april sharehold vote previous announc agreement hong hutchison whampoa hongkong electr hold acquir pct interest compani acquisit requir approv huski sharehold lt nova alberta corp own pct interest huski approv sharehold amalgam effect april huski complet oil term hold compani control nova hold pct stake huski hutchison hongkong indirectli hold pct victor li pct lt canadian imperi bank commerc pct interest huski special committe director recommend board approv transact determin deal interest huski fair sharehold huski previous announc sharehold option receiv canadian dlr cash common dlr cash common share oil term invest control nova oil term hold insterest huski sharehold restrict receiv canadian dlr cash share paid fund compani
9547,washington ga light lt wgl hike payout qtli div ct ct prior pay record april
9549,ferc decis cut columbia ga lt cg net columbia ga system feder energi regulatori commiss decis today natur ga cost recoveri reduc earn dlr share compani bring earn columbia state goal earn dlr share dividend earn dlr share manag expect recommend board dividend rate maintain columbia ga impact ferc decis offset account chang rleat futur tax liabil feder tax law compani record liabil base older higher tax rate action consid financi account standard board result gain dlr share explain good chanc attain earn goal origin plan columbia ga columbia ga ferc decis limit recoveri ga contract cost columbia ga transmiss corp compani princip pipelin subsidiari decis specif exclud purchas ga adjust file pipelin cost relat amort payment made produc reform ga purchas contract exclud ground subsidiari fail suffici support cost recoveri compani subsidiari preclud make file provid suffici support
955,japan unemploy rate rise pct japan unemploy rate expect continu climb pct year januari pct record senior economist includ susumu taketomi industri bank japan decemb pct previou worst level govern manag coordin agenc began compil statist current system gener fear countri high unemploy takashi kiuchi senior economist credit bank japan govern publish januari unemploy figur today make predict present forecast unemploy rate year difficult forese situat improv labour ministri offici financ minist kiichi miyazawa govern expect increas set money peopl find job fiscal begin april prime minist yasuhiro nakason told press confer record rate underlin pass budget held opposit propos tax reform yen surg caus layoff mainstay steel shipbuild industri industri car textil laid employe ceas hire economist grow servic industri sector absorb great number worker trend start slow koichi tsukihara deputi gener manag sumitomo bank econom depart economist disagre servic sector hire worker longer need manufactur sector year
9550,offer credit veg oil yemen commod credit corpor ccc author addit mln dlr credit guarante cover sale veget oil north yemen agricultur depart depart request north yemen govern mln dlr credit guarante previous earmark sale wheat switch cover sale mix poultri feed action increas credit guarante veget oil current fiscal year mln dlr reduc guarante coverag sale wheat mln dlr increas coverag sale mix poultri feed mln dlr export complet septemb
9551,puerto rican cement lt prn set payout qtli div ct ct prior pay record april note compani pct dividend payment withheld accord puerto rico tax law
9554,canada monitor steel shipment canada begin monitor steel flow countri determin steel illeg senior govern trade offici offici identifi govern investig industri content steel import countri south korea taiwan divert ultim exasper concern level canadian export south border senior offici indentifi intens pressur reagan administr ottawa kind formal limit canadian shipment sens hope buy time offici claim canadian compani fair trader big american market approv canadian cabinet offici monitor system establish month guess find problem trade offici canadian steel shipment risen pct market recent month doubl level year ago increas canadian shipment time grow anger rise steel import countri face declin domest steel produc lawmak propos canada share american market limit cent ontario govern urg ottawa requir foreign compani obtain permit import steel countri import licenc requir carbon raw steel make half steel market canada export billion canadian dlr worth steel import dlr worth product year
9556,wesco financi corp lt wsc qtr net shr ct dlr net rev mln mln year shr dlr dlr net rev mln mln note current qtr figur includ secur gain mln dlr ct share gain mln dlr dlr share current year figur includ secur gain mln dlr ct share gain mln dlr dlr share
9557,helm lt sell addit share bamberg helm resourc pursuant exercis overallot option underwrit bamberg polym initi public offer sold bamberg share reduc ownership bamberg pct pct date helm sold bamberg mln dlr bamberg sold total share receiv net proce mln dlr februari offer
9558,israel corp lt year net shr ct ct net rev mln mln note includ extraordinari incom dlr restat
9559,cocoa council chairman seek buffer compromis intern cocoa organ icco council chairman deni bra kanon attempt reach compromis buffer stock rule intern cocoa agreement bra kanon call bilater consult produc consum thursday morn resolv outstand differ cocoa buffer stock purchas differenti fix origin cocoa consum deleg told report bra kanon expect meet deleg individu attempt iron remain problem produc consum support principl draft buffer stock rule packag formul past week small work group consum deleg remain differ deleg remain confid buffer stock accord agre friday council session end technic point clarif deleg consum concern differenti includ draft buffer stock packag line market realiti consum deleg modifi fear promot purchas qualiti cocoa ghana origin requir manufactur restrict buffer stock purchas cocoa lead suppli overhang malaysian cocoa depress price ad
9560,snc group expect higher earn sale lt snc group expect earn rise dlr share ct share year revenu climb mln dlr year mln dlr presid alex taylor annual meet snc canada biggest engin construct group countri largest ammunit manufactur year mln dlr acquisit canadian arsen canadian govern impact smaller deal felt fulli taylor defens preoduct manufactur oper account half snc total revenu help counterbal cyclic engin construct aciv taylor year snc earn mln dlr includ small extraordinari gain total manufactur activ gener mln dlr revenu engin construct mln dlr ad defens product oper major contributor earn
9561,mine safeti lt mne sell south africa unit mine safeti applianc sell german subsidiari auergesellschaft control interest msa africa pti johannesburg south africa boart intern own subsidiari anglo american corp south africa lt angl compani term sale disclos compani oper pti short jr presid compani sold unit slump profit due south africa econom declin
9562,medar lt mdxr qtr dec loss shr loss ct loss ct net loss loss sale mln mln mth end dec shr profit ct loss ct net profit loss sale mln mln avg shr year end march shr loss ct profit ct net loss profit sale mln mln avg shr note medar chang end fiscal year decemb phase busi cycl major custom
9563,medar lt mdxr fiscal year medar chang end fiscal year decemb march compani report annual result chang made bring financi report phase order cycl major custom medar earlier lost dlr final quarter compar loss dlr quarter
9565,secur industri assn back restraint takeov insid trade secur industri assn back restraint takeov insid trade
9566,chemfix technolog lt cfix qtr net end feb shr profit ct loss ct net profit loss rev mth shr profit ct loss ct net profit loss rev
9570,lt ah sell swiss unit corp sold elex ag unit zurich switzerland privat investor undisclos amount compani elex produc electrostat precipit air pollut control
9572,florida employ insur lt flae year shr ct ct net note net includ loss dlr extraordinari item
9573,shell oil mln dlr contract shell oil houston award mln dlr contract jet fuel defens logist agenc
9576,nike lt nike qtr feb net shr ct ct net mln rev mln mln mth shr ct dlr net mln mln rev mln mln
9577,zenith nation insur lt znat qtli dividend shr ct ct prior qtr pay record april note full zenith nation insur corp
9578,redkin laboratori lt rdkn qtli dividend shr ct ct prior qtr pay april record april
958,
9580,coopervis lt eye qtli dividend shr ct ct prior qtr pay april record april
9582,secur group back insid restraint secur industri associ back varieti restraint insid trade hostil corpor takeov ask congress defin insid trade law industri trade associ call secur firm step protect sensit corpor secret guard illeg trade employe associ back broad feder restrict varieti tactic hostil corpor takeov invest bank firm allow continu engag arbitrag merger acquisit activ long function separ sia report adopt yesterday board director back higher enforc budget feder secur exchang commiss call stock exchang beef supervis member brokerag report secur firm rigor restrict sensit inform basi firm train employe understand confidenti inform legisl defin insid trade avoid expand current law imped market insid trade definit exempt secur firm liabil law violat employe firm particip awar wrongdo merger acquisit area associ advoc ban greenmail payment poison pill takeov protect plan prior sharehold approv group individu buy compani stock requir file public disclosur statement acquir pct compani share current law disclosur made late ten day exceed pct limit associ purchas exceed pct compani vote stock shoul made tender offer open sharehold current law limit open market purchas group feder govern preempt state regul defens takeov tactic group tender offer remain open calendar day current requir express busi day lockup devic secur issu friendli investor seal takeov deal fend unfriendli predat limit pct target compani total common stock associ presid edward group act concern ad hoc restructur corpor america wall street investor fear insid trade fair marketplac
